,Tuft_intestine,Goblet_intestine,Endocrine_intestine,Stem_intestine,TA.G1_intestine,TA.G2_intestine,Paneth_intestine,Enterocyte.Mature.Proximal_intestine,Enterocyte.Mature.Distal_intestine
Unc80,0.0,0.0,0.02109182,0.0,0.0,0.0,0.0,0.0,0.0
Rpe,0.25305995,0.20127347,0.14450267,0.21098693,0.17564456,0.23372771,0.18495722,0.14606923,0.098677166
Kansl1l,0.018944727,0.016298769,0.021718197,0.03342101,0.014847938,0.049611434,0.020369075,0.0015857663,0.0
Acadl,0.4287985,0.17890346,0.31233594,0.24900985,0.27382866,0.3068829,0.1495856,0.5373719,0.3544246
Lancl1,0.22603573,0.0957512,0.17263629,0.22927047,0.1694097,0.26498783,0.21237196,0.032484725,0.007534621
Cps1,0.56267935,0.42669642,0.5585324,1.8594245,1.9314834,1.8949244,1.642083,0.2514767,0.20725414
Ikzf2,0.013830558,0.007984072,0.0076533826,0.006834736,0.002174145,0.002985507,0.0056705256,0.0027029947,0.0
Bard1,0.017363451,0.016510885,0.009964093,0.0073385895,0.06236273,0.07643314,0.023800971,0.0018957318,0.0067917537
Atic,0.17198049,0.14240119,0.13357258,0.35669926,0.48092094,0.43909803,0.38203204,0.02851022,0.040918265
Fn1,0.003986698,0.0,0.007129037,0.0,0.0,0.0,0.0,0.0,0.0
Gm4319,0.0,0.0,0.028720573,0.0,0.0,0.0,0.0,0.0,0.0
Mreg,0.01596524,0.024019103,0.06461347,0.060810935,0.036493994,0.0702159,0.06229427,0.0016132243,0.018583164
D230017M19Rik,0.013878696,0.0011800962,0.021121135,0.005865324,0.0,0.008903867,0.0,0.0,0.0032501195
Pecr,0.17253703,0.37510955,0.11479878,0.32037914,0.24246414,0.25455153,0.29546407,0.108392775,0.15599027
Xrcc5,0.08644201,0.076790035,0.07891809,0.10243927,0.0921932,0.12706257,0.076601066,0.015965112,0.04582876
March4,0.0,0.0,0.033205707,0.0,0.0,0.002553677,0.0,0.0,0.0
Smarcal1,0.0040780124,0.018805116,0.021354124,0.021527274,0.052320264,0.04178852,0.045488253,0.008462211,0.021201767
Rpl37a,3.3633828,3.305088,3.502981,4.0167775,3.7485027,3.890268,3.6176646,2.006412,2.2614434
Igfbp2,0.0,0.0,0.014716099,0.0021645885,0.0,0.0,0.0,0.0,0.0
Tns1,0.0,0.0,0.0,0.00061497244,0.0,0.0,0.0,0.0,0.0
Cxcr2,0.0,0.0,0.0,0.0016018071,0.0,0.0,0.0,0.0,0.0
Arpc2,1.7291559,1.6383526,1.6181166,1.3995512,1.5371445,1.450025,1.1643435,1.59916,1.8546319
Gpbar1,0.0,0.0,0.031348553,0.0,0.0,0.0,0.0,0.0,0.0
Aamp,0.9241051,0.5923318,0.83237433,0.6910356,0.73176074,0.8126224,0.6728351,0.47127655,0.67075735
Gm28364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00508824
Pnkd,0.7268872,0.35399708,0.50968283,0.4335324,0.46869907,0.4956547,0.35663795,0.58124524,0.485549
Tmbim1,0.81847954,0.41626322,0.5505094,0.3238794,0.38116807,0.27053145,0.2806128,0.476443,0.6011596
Catip,0.002742727,0.01866336,0.014187862,0.0009794207,0.0,0.0,0.0,0.0,0.0
Slc11a1,0.0,0.0003717401,0.0,0.0,0.0019191683,0.0,0.0,0.0,0.0
Ctdsp1,0.114774175,0.16317229,0.1935092,0.18672603,0.13981856,0.2555579,0.1935639,0.18791634,0.32058764
Vil1,1.2179708,0.82564163,0.73957837,0.6771535,0.62619233,0.6604809,0.7034981,2.415635,2.4749215
Usp37,0.07213071,0.030509321,0.043210786,0.06395682,0.09902811,0.07537985,0.047837045,0.024139836,0.014683663
Rqcd1,0.06524836,0.09162766,0.09400309,0.10564076,0.09630721,0.2030315,0.11736921,0.101558484,0.0856672
Zfp142,0.031988073,0.02662223,0.019091321,0.02105271,0.03212808,0.024621364,0.021459753,0.021222686,0.0033431053
Bcs1l,0.07969571,0.078307115,0.076383226,0.14033829,0.14568014,0.1534079,0.08428621,0.027420567,0.012864771
Rnf25,0.09695502,0.09540042,0.13838924,0.056557637,0.05836999,0.11252636,0.07881348,0.05646501,0.04182546
Stk36,0.004162077,0.0,0.030832488,0.00092946703,0.0,0.0,0.0,0.0,0.0
Ttll4,0.03595295,0.031613193,0.059155047,0.05085251,0.0452333,0.09180954,0.03255477,0.027805824,0.015177838
Cyp27a1,0.041410428,0.022906834,0.016127441,0.03282604,0.035940863,0.013079527,0.038365133,0.26570052,0.1447547
Prkag3,0.0,0.0,0.0,0.0,0.0023597004,0.0,0.0,0.0033218018,0.0
Wnt6,0.0,0.0016621157,0.0047442303,0.0037430588,0.008319619,0.0018079057,0.0,0.021802273,0.013308068
Cdk5r2,0.0061987336,0.0,0.122207,0.0,0.0,0.0,0.0,0.0012403398,0.0
Fev,0.012167578,0.0039954907,1.1051373,0.0052114544,0.009255392,0.0053881356,0.016326997,0.004148894,0.011702296
Cryba2,0.11761981,0.012916283,0.767631,0.00769908,0.0,0.0,0.006085635,0.0,0.0
Ccdc108,0.0,0.0029036002,0.00455881,0.0010026675,0.0,0.0,0.0,0.0,0.0
Ihh,0.028920189,0.20674418,0.10489469,0.05921047,0.104174584,0.06380976,0.056557674,0.24161197,0.3239629
Nhej1,0.04845321,0.040514156,0.11339873,0.06969601,0.051762722,0.08728102,0.048987463,0.016866246,0.04355465
Slc23a3,0.23778003,0.1318276,0.11557626,0.29028037,0.1343202,0.2569829,0.22775145,0.007595451,0.010393034
Cnppd1,0.32027245,0.19466786,0.2474445,0.2848466,0.18778501,0.23167838,0.17435597,0.18083784,0.2721547
Fam134a,0.21418686,0.17299439,0.3172179,0.2551403,0.26603073,0.30493098,0.20775782,0.15566276,0.26742092
Zfand2b,0.37318885,0.35419774,0.37581387,0.23770341,0.36900565,0.37823337,0.22501656,0.28756315,0.42276815
Abcb6,0.043435186,0.04345741,0.049277898,0.053114984,0.11008644,0.06211775,0.07440879,0.09417263,0.12218948
Atg9a,0.11622626,0.102639236,0.07166275,0.0362864,0.060269095,0.062193293,0.07907966,0.19129394,0.22928388
Ankzf1,0.12229871,0.07713503,0.09204407,0.08126284,0.08899422,0.10499001,0.05975035,0.066187665,0.13349594
Glb1l,0.01263308,0.00612303,0.0024062262,0.010371277,0.0074153454,0.010332579,0.0,0.0035110398,0.003846528
Stk16,0.676619,0.510291,0.6178254,0.47521362,0.5837128,0.56532395,0.42618167,0.5322356,0.5591103
Tuba4a,0.71639854,0.54491067,0.77007353,0.27987325,0.51152736,0.6154574,0.279944,0.26152578,0.6514664
Dnajb2,0.14370589,0.05037951,0.14182287,0.049856223,0.025002738,0.064965256,0.04362501,0.039226886,0.08515286
Ptprn,0.0,0.004916752,0.1833736,0.002979787,0.002733882,0.0,0.0,0.0020241048,0.0
Resp18,0.00838841,0.008554324,0.9056552,0.0062405155,0.0048458804,0.01645607,0.032571737,0.01424178,0.030290361
Dnpep,0.47900587,0.58508587,0.71527547,0.46432927,0.49570388,0.51869434,0.36362842,0.9128531,1.0460249
Gmppa,0.14688681,0.46093407,0.26175216,0.15303269,0.16457061,0.19575733,0.1519446,0.30721098,0.2324533
Chpf,0.016552305,0.06255386,0.10070355,0.01473842,0.014047031,0.018961936,0.023174543,0.0029904817,0.0034696194
Obsl1,0.0,0.006221758,0.0,0.0012949624,0.0,0.0050442633,0.0,0.0,0.0043152645
Tmem198,0.0,0.0053097117,0.023349332,0.0008271259,0.0,0.0,0.0,0.0,0.0
Stk11ip,0.034350105,0.0292263,0.03023049,0.020011937,0.026923513,0.022518337,0.01958074,0.010976008,0.009532719
Slc4a3,0.0,0.0,0.0029029963,0.0,0.0,0.0,0.0,0.0,0.0
Epha4,0.05751859,0.0061971243,0.022045638,0.032135285,0.028439974,0.034194075,0.05659996,0.0,0.0
Sgpp2,0.08200135,0.14901239,0.102234,0.17385536,0.18168333,0.20564038,0.19301607,0.13389164,0.1150948
Farsb,0.42570767,0.42619073,0.37972522,0.546191,0.6373741,0.57476586,0.4903709,0.11770587,0.07355345
Mogat1,0.0,0.0015339446,0.0,0.0,0.0032067965,0.0,0.0,0.0,0.0
5730419F03Rik,0.0,0.007116279,0.038982693,0.0137450155,0.0,0.012685303,0.0036637206,0.0,0.0
Acsl3,0.020885417,0.038861442,0.05616207,0.09786271,0.15155753,0.091612324,0.07191321,0.015919391,0.031355146
Utp14b,0.004162077,0.020704158,0.01533077,0.019535063,0.012526853,0.034193523,0.017760456,0.0060638185,0.009661809
Scg2,0.0,0.0025298821,0.3145132,0.0041731345,0.0,0.0023818985,0.0066477866,0.0,0.0
Ap1s3,0.011702999,0.018358234,0.016994476,0.021108104,0.021795815,0.038958237,0.004904359,0.041965812,0.012057364
Wdfy1,0.16784364,0.05149246,0.092016354,0.051183566,0.08913342,0.08639265,0.057036508,0.08109792,0.09463728
Mrpl44,0.2610228,0.23606832,0.2794624,0.35626346,0.40163603,0.44241947,0.28714344,0.12391573,0.11249806
Serpine2,0.0034223737,0.002207589,0.011296884,0.014817554,0.008713242,0.016807744,0.027311876,0.0,0.0
Cul3,0.13488111,0.14445715,0.22316365,0.1321442,0.17213349,0.1713912,0.11405533,0.13130543,0.08798311
Dock10,0.005723082,0.0017832849,0.0,0.005865804,0.0,0.0,0.0,0.003674082,0.0
Irs1,0.0,0.0,0.0122787105,0.006977575,0.0,0.0045096898,0.009895602,0.0023977512,0.0
Rhbdd1,0.017277947,0.026473954,0.030221868,0.023777785,0.024642397,0.030487098,0.019653162,0.009104374,0.0057680244
Mff,0.66067857,0.3951764,0.526378,0.405241,0.3589827,0.47308818,0.27238142,0.28082153,0.31149027
Tm4sf20,0.7271366,0.30550495,1.0517896,1.6422759,1.5699154,1.5626454,1.5356091,1.5664716,1.392439
Gm28942,0.0,0.0,0.0,0.0015200869,0.0,0.0,0.0,0.0,0.0
Agfg1,0.07216849,0.06100317,0.1391976,0.07470012,0.07002773,0.079500094,0.07517482,0.08973684,0.04992064
Slc19a3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093916925,0.0
Ccl20,0.038699206,0.033207696,0.016230255,0.084967546,0.016002446,0.068773195,0.0780629,0.023347486,0.045868043
Sphkap,0.0,0.0,0.055419613,0.0,0.0,0.0,0.0,0.0,0.0
Pid1,0.0,0.0014694971,0.019970343,0.0053044735,0.008739163,0.0,0.006058231,0.005396215,0.0040797982
Dner,0.0040780124,0.0015721571,0.08667499,0.0,0.0,0.0,0.0,0.0,0.0
Trip12,0.26529098,0.16622043,0.18208835,0.12554975,0.14981441,0.15808083,0.111139126,0.13422863,0.1537925
Fbxo36,0.15816176,0.10022557,0.06271972,0.08640958,0.07034099,0.056462415,0.075916655,0.056007754,0.041122153
A530040E14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sp110,0.0044163386,0.01883421,0.0071356036,0.0046639713,0.010559274,0.014615138,0.016163062,0.0054571843,0.0043015718
Sp140,0.029735232,0.013512543,0.009083355,0.016228177,0.008323671,0.017767847,0.002726785,0.0036721358,0.0
Sp100,0.059089154,0.057531375,0.006258108,0.0050854795,0.004148893,0.0029178157,0.02929909,0.12214025,0.043413
A630001G21Rik,0.0,0.0,0.0,0.00085599534,0.0,0.0,0.0,0.0,0.0
Cab39,0.25816542,0.3663046,0.24429585,0.19527633,0.2177328,0.21330076,0.2940359,0.33073753,0.4035497
Itm2c,0.49399522,0.28040203,0.93794113,0.29591715,0.19232681,0.24310902,0.1930725,0.11228204,0.10061686
4933407L21Rik,0.0061142044,0.0056633013,0.2038032,0.0,0.0,0.0,0.0,0.0,0.0
Gm28884,0.006719421,0.012770224,0.0,0.0017970745,0.0,0.0014308564,0.010865904,0.0,0.0026424336
Gpr55,0.033670004,0.033208452,0.010842163,0.015657725,0.011303231,0.030650249,0.005166261,0.010709995,0.0
Gm28100,0.0,0.0,0.0,0.0006790725,0.0,0.0,0.0,0.0,0.0
2810459M11Rik,0.015359042,0.067647,0.014189045,0.065559305,0.07211647,0.0728659,0.03941941,0.05316664,0.05399072
Psmd1,0.3562629,0.2622998,0.27302432,0.280223,0.3865546,0.41699964,0.32873473,0.23676217,0.21929498
Armc9,0.034839384,0.0098684,0.036669824,0.028994517,0.017845808,0.03532812,0.018772012,0.008463233,0.00853817
Gm16341,0.0,0.0014694971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B3gnt7,0.021643354,0.14810017,0.0036947608,0.004451539,0.009650179,0.000741979,0.0,0.034504205,0.024713852
Gm28626,0.0,0.0014049829,0.0072042034,0.0,0.0,0.0,0.0,0.0,0.0
Ncl,1.059186,0.90053004,1.0551004,1.7875471,1.8860214,1.9144654,1.6106265,0.2521479,0.26343596
Ptma,2.9208934,2.3051205,2.7938747,3.209696,3.3510153,3.5428817,2.8485017,0.43601125,0.44038484
Pde6d,0.4478621,0.15398692,0.28591913,0.11280039,0.14123838,0.20450957,0.1032466,0.1188051,0.16171156
Cops7b,0.14208063,0.10890641,0.08063664,0.09972233,0.08801422,0.11149408,0.09488765,0.04169377,0.02621953
Nppc,0.0,0.005663081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dis3l2,0.07386679,0.03860373,0.0648373,0.061742768,0.06627785,0.062587954,0.03728008,0.037331667,0.07066397
Alppl2,0.006039691,0.0,0.009144333,0.0,0.0035072393,0.002600857,0.0,0.011041988,0.00764259
Alpi,0.04548825,0.045102894,0.049179617,0.05006779,0.04474742,0.053515643,0.044294495,1.300866,1.1268369
Akp3,0.0033388415,0.003250107,0.0028921443,0.005457873,0.0019520033,0.0019884391,0.0,0.004061323,0.006399839
Ecel1,0.0,0.0,0.0070314985,0.0,0.0,0.0029445968,0.0,0.0,0.0
Eif4e2,0.9107613,0.71115094,0.6353656,0.7019848,0.8305806,0.8987842,0.51989675,0.6295208,0.60117406
Gigyf2,0.21227081,0.13934307,0.13484828,0.14997044,0.13662824,0.18171042,0.11711685,0.13636453,0.1032852
Kcnj13,0.0,0.003430006,0.024011109,0.00070124806,0.0,0.0,0.0,0.018026108,0.08797289
3110079O15Rik,0.017742436,0.0,0.0,0.0024727099,0.0,0.0,0.0,0.0045053726,0.0
Ngef,0.04890859,0.033609957,0.030657297,0.11016005,0.100370705,0.15022501,0.124910004,0.066275775,0.03854874
Neu2,0.06468383,0.013062171,0.014356947,0.02688226,0.007254218,0.035734132,0.040733982,0.006938069,0.011112964
Inpp5d,0.384119,0.0022734469,0.0058248704,0.0051003015,0.003473367,0.0032219046,0.0,0.0024775406,0.013679665
Atg16l1,0.06993732,0.05493547,0.07553995,0.079669416,0.090400554,0.100869134,0.09912716,0.06728195,0.055040862
Sag,0.0,0.0,0.0,0.0,0.0017947801,0.0,0.0,0.001445354,0.0
Dgkd,0.09782072,0.1811303,0.22421959,0.11868104,0.103761055,0.14512357,0.18469782,0.21099517,0.37273628
Usp40,0.15527068,0.052094307,0.11047543,0.10780424,0.08402853,0.11777819,0.1205879,0.11186361,0.091217525
Ugt1a9,0.0,0.0,0.0025173714,0.0,0.0,0.0,0.0056476607,0.0,0.0
Ugt1a7c,0.028104484,0.012251816,0.012427858,0.012323695,0.025437413,0.0185793,0.017766494,0.03434641,0.011837229
Ugt1a6a,0.0040780124,0.002333803,0.012221478,0.0067832354,0.006108381,0.011364122,0.0073127896,0.011194079,0.0
Dnajb3,0.021154176,0.023666423,0.025394913,0.018328503,0.028130597,0.02660555,0.008824972,0.026889278,0.027373472
Ugt1a1,0.0050745537,0.005891724,0.0039139246,0.0025737272,0.005665516,0.0077628717,0.01079319,0.0061256234,0.0074014287
Mroh2a,0.012260765,0.0020897014,0.017446682,0.0010508185,0.0,0.0,0.005275765,0.014051905,0.019066326
Hjurp,0.28306606,0.27246818,0.41497326,0.30857462,0.6130794,0.78109,0.42889935,0.29828373,0.22035992
Spp2,0.0,0.0,0.006891175,0.00682775,0.0042487034,0.02256769,0.008577341,0.0,0.0
Gm29538,0.0,0.0,0.0,0.004457336,0.0,0.002220395,0.0,0.0,0.0
Glrp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017736566,0.0
Arl4c,0.0,0.0009746185,0.04806724,0.040866263,0.019771181,0.05442617,0.05041831,0.0,0.0
Platr5,0.0,0.0,0.0,0.00081175927,0.0,0.0,0.0,0.0,0.0
1700067G17Rik,0.0061987336,0.0,0.0,0.0025504779,0.0,0.0026239266,0.0,0.0,0.0
Sh3bp4,0.052843634,0.047598727,0.09135142,0.05571188,0.06601118,0.07989278,0.04601883,0.004861349,0.028626366
Agap1,0.24627066,0.20615081,0.17795871,0.13089989,0.17160143,0.23446687,0.20275228,0.15736179,0.12886277
Ackr3,0.0,0.0,0.0,0.008873119,0.003600892,0.012174546,0.01607829,0.0,0.0
Gm28723,0.0,0.0,0.0,0.003238658,0.0,0.0,0.0033249937,0.0,0.0
Cops8,0.21687636,0.19821738,0.21601412,0.24361831,0.22954406,0.25250676,0.18874407,0.11036789,0.12568133
Mlph,0.10483473,0.39363614,0.038188733,0.07675358,0.06918228,0.06905655,0.06174312,0.0339255,0.04717664
Prlh,0.0,0.0028740733,0.0,0.00091689744,0.0,0.0,0.0,0.0,0.0
Rab17,0.15431337,0.09390281,0.25612557,0.23256435,0.22487883,0.18397482,0.2027201,0.45931655,0.56963825
Lrrfip1,0.07444631,0.036117524,0.046632733,0.05269644,0.05240791,0.075967215,0.058012664,0.088676326,0.08303657
Ramp1,0.0147411665,1.0643502,0.045436084,0.009920484,0.01578234,0.0100619495,0.07883121,0.005931234,0.018851412
Ube2f,0.30203342,0.39213926,0.25852945,0.18247846,0.2268264,0.2055787,0.17058338,0.25563654,0.19408321
Scly,0.17611718,0.1605736,0.19071747,0.13522957,0.15716048,0.17092744,0.14986467,0.067207746,0.039446518
Gm17090,0.0,0.0,0.0,0.0009621125,0.0,0.0016135727,0.0,0.0019203094,0.0
Fam132b,0.011393307,0.09072846,0.036791936,0.022985741,0.06717787,0.11253627,0.040416837,0.0015357846,0.009146658
Ilkap,0.43668452,0.41787037,0.54946786,0.44503132,0.45033798,0.47236055,0.34348065,0.1772183,0.17342046
Hes6,0.91163653,0.96784294,1.2524519,0.7925727,0.6705401,0.8637779,0.72581065,0.29458392,0.32156807
Per2,0.010876743,0.009710914,0.011089562,0.018948097,0.0077273096,0.021527179,0.013072063,0.004783782,0.007912512
Traf3ip1,0.019606628,0.01981521,0.016182533,0.024733214,0.027047861,0.04025624,0.038286824,0.012521229,0.012375056
Asb1,0.009124772,0.008452759,0.029119018,0.010883106,0.006275821,0.0,0.0,0.013150995,0.0
Hdac4,0.06224241,0.072314575,0.09830689,0.09521,0.14331347,0.11617655,0.10680139,0.07521963,0.0915319
Gm26720,0.0,0.0025109556,0.0,0.0007172591,0.0,0.0022175845,0.0,0.0,0.0
Ndufa10,1.0663671,0.8596294,0.9194543,1.335908,1.487411,1.4251267,1.0378718,1.0159166,0.7830344
Myeov2,1.2716361,1.0508999,1.1637102,1.0678527,1.0762571,1.0624173,0.9794597,1.1354002,1.0094192
Gpc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030553115
Dusp28,0.06559278,0.05219119,0.07460315,0.08006833,0.06563267,0.1048332,0.06255603,0.036957067,0.026052563
5033417F24Rik,0.0063036615,0.001766947,0.0032309894,0.00060326833,0.0,0.0023472137,0.0,0.0,0.010664457
Rnpepl1,0.43999004,0.28152227,0.40412807,0.25100482,0.273471,0.27080464,0.26660898,0.50679517,0.44754484
9430060I03Rik,0.020682093,0.017623063,0.0035161937,0.019868521,0.014083588,0.009921685,0.011418159,0.00776544,0.0
Capn10,0.078984275,0.076484226,0.12111723,0.05259523,0.04723842,0.05178146,0.07352134,0.07520335,0.08509721
Gpr35,0.017936546,0.021261722,0.010836942,0.025358746,0.03054422,0.02530653,0.050515246,0.017597495,0.034670264
Aqp12,0.0,0.0,0.0,0.00095894316,0.0,0.0,0.0,0.0,0.0
Kif1a,0.0,0.0012751541,0.026375005,0.0007752056,0.0,0.0,0.0,0.0,0.0
Agxt,0.0,0.0029998508,0.055460356,0.0084347725,0.0,0.007876236,0.014101887,0.0065840976,0.0
2310007B03Rik,0.01339798,0.005791743,0.049760338,0.025064714,0.010784804,0.009471057,0.018141534,0.031490847,0.058366846
Sned1,0.0,0.0021580711,0.024970138,0.0017202826,0.0007691543,0.001505203,0.0,0.0,0.0026361833
Mterf4,0.14133917,0.09492551,0.1097105,0.13582684,0.107992254,0.114728674,0.10515613,0.04482076,0.031155733
Gm28535,0.0,0.001846,0.013639266,0.009039847,0.0029592323,0.002412521,0.0,0.0,0.0
Pask,0.006313788,0.0062386584,0.007828045,0.018448293,0.050273012,0.052826736,0.02191654,0.0023715643,0.0043152645
Ppp1r7,0.2511093,0.1763022,0.19919527,0.21334447,0.26396295,0.296241,0.19550382,0.121594824,0.22266415
Ano7,0.27418217,0.44854078,0.030895492,0.0034424784,0.0029900544,0.0063921283,0.019143948,0.0038847788,0.0104904305
Hdlbp,0.37775776,1.0681353,0.45472378,0.38146493,0.4445669,0.4817037,0.3402118,0.7224134,0.63665307
Sept2,0.12736598,0.09383405,0.092024855,0.08405599,0.09486994,0.10725641,0.08350663,0.07954197,0.05670099
Farp2,0.015057468,0.0210461,0.019537412,0.03035889,0.04116834,0.012105197,0.054338846,0.042334408,0.07612734
Stk25,0.5764151,0.43982437,0.5637243,0.44675845,0.42751098,0.44449976,0.41386706,0.66185224,0.66977715
Gm28536,0.0,0.0012285421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bok,0.09284987,0.07913482,0.38225314,0.3200315,0.30093905,0.3659132,0.2651127,0.18094735,0.25715366
Thap4,0.2605475,0.23969713,0.2234659,0.48538947,0.5880558,0.47491258,0.3297823,0.3064725,0.25407314
Gm10550,0.011185076,0.0016640247,0.0,0.001957015,0.004452795,0.0027357712,0.0,0.0016597573,0.0
Atg4b,0.24971819,0.17596795,0.24790618,0.17156468,0.19032507,0.21483423,0.14646514,0.16046345,0.24682036
Dtymk,0.5643118,0.55328095,0.46661988,0.7381919,1.1505322,1.2651892,0.6625767,0.14121169,0.11435313
Ing5,0.023116322,0.059481844,0.04827504,0.065961756,0.09636857,0.09574455,0.054497823,0.026347727,0.01071858
D2hgdh,0.030001475,0.024987752,0.04065396,0.03001567,0.023846138,0.0423031,0.04621435,0.03771825,0.02613631
Gal3st2,0.015297203,0.12184596,0.056556936,0.0025589387,0.027397016,0.011176988,0.008604525,0.28679192,0.4049118
Gm9994,0.0,0.07907552,0.04584098,0.0038799488,0.0018615895,0.0,0.008610107,0.017681714,0.017017167
Gm6086,0.0,0.0058677113,0.007674465,0.0,0.0,0.0016174569,0.0071349908,0.0,0.0
Fam174a,0.3574797,0.2331543,0.27896783,0.17916541,0.17294411,0.19819336,0.1530166,0.0528946,0.13665588
St8sia4,0.0,0.001339889,0.005316014,0.0,0.0,0.0,0.0,0.0,0.0
D1Ertd622e,0.17112714,0.06141029,0.06826564,0.12732582,0.1738076,0.116713256,0.11319225,0.08767626,0.1549805
Ppip5k2,0.11575409,0.076171465,0.06982624,0.14098346,0.14141437,0.1321451,0.13823366,0.085557796,0.08409558
Gin1,0.176179,0.055270538,0.12800413,0.0992835,0.10293883,0.11962776,0.07166393,0.086971186,0.06964449
Pam,0.00700516,0.0,0.23680685,0.0076983976,0.008668879,0.008457068,0.004529165,0.0011271483,0.014614207
1810006J02Rik,0.0,0.0,0.049992576,0.0008271259,0.0,0.0,0.0,0.0,0.0
Cdh20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009495832
Rnf152,0.03638966,0.028974451,0.016711744,0.021361837,0.062310316,0.03592827,0.026727807,0.03398629,0.16546322
Gm17634,0.0026434825,0.024920123,0.0023253367,0.0096870195,0.016542137,0.010436451,0.005930725,0.014156279,0.057290033
Pign,0.027971586,0.026072593,0.025423767,0.043039307,0.05793847,0.055160135,0.052358065,0.017972793,0.01867034
2310035C23Rik,0.14509058,0.117965914,0.118639365,0.11007323,0.1494246,0.2001855,0.1732312,0.077216856,0.08469638
Tnfrsf11a,0.031375654,0.042395495,0.029672759,0.08640734,0.111200355,0.15581276,0.097236484,0.052869886,0.10484009
Gm7160,0.0053706397,0.008910592,0.030349873,0.016585533,0.017256042,0.02195421,0.0071667843,0.0,0.0069135567
Zcchc2,0.035994988,0.021374173,0.027662333,0.03805793,0.043116197,0.04513849,0.049545463,0.009215044,0.008520358
Phlpp1,0.030290369,0.025532292,0.041146982,0.064535335,0.09010286,0.08239518,0.07784844,0.008474794,0.02055029
Bcl2,0.08895764,0.09781835,0.22409075,0.10490879,0.08419804,0.12730132,0.104666255,0.009918734,0.03861246
D630008O14Rik,0.0,0.0040443353,0.0,0.00090331456,0.0,0.0,0.0,0.0,0.0
Kdsr,0.10392606,0.07663894,0.0892205,0.18456358,0.17825957,0.19467744,0.1792848,0.11752306,0.08050094
Vps4b,0.24530792,0.20794143,0.22584817,0.17833492,0.2136997,0.25092408,0.17974742,0.20070156,0.1819721
Serpinb5,0.013034857,0.0077843,0.0,0.0010875128,0.0023935745,0.0041112625,0.0,0.0,0.026506275
Serpinb10,0.0070027933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dsel,0.021463811,0.0,0.0055997022,0.003168735,0.0019698702,0.012239562,0.0,0.0,0.0
Tsn,0.56361836,0.55291665,0.61024475,0.68367004,0.859122,0.91549057,0.5786438,0.29027638,0.2839122
Nifk,0.26704463,0.21385236,0.25193867,0.34904042,0.38321155,0.37981638,0.2959597,0.03378806,0.034704946
Clasp1,0.0624305,0.019020556,0.06906365,0.04421783,0.05832529,0.057684746,0.036215004,0.032793142,0.03202713
RP24-183E22.2,0.02427852,0.0073154024,0.0,0.0076255077,0.010398341,0.0034452325,0.0,0.0,0.0
Tfcp2l1,0.025266113,0.16947359,0.033191558,0.023510674,0.024040014,0.017583363,0.021131558,0.012956817,0.039486904
Ralb,0.1759995,0.17591432,0.108513534,0.10504924,0.14039826,0.096649796,0.08216291,0.15136607,0.23682514
